Date,EventCode,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,AvgTone
2024-12-24,111,"Chicago, Illinois, United States",41.85,-87.6501,-2.77275467148884
2024-12-23,90,"Chicago, Illinois, United States",41.85,-87.6501,0.22172949002217
2024-12-23,111,"Chicago, Illinois, United States",41.85,-87.6501,-2.74571539721014
2024-12-23,90,"Chicago, Illinois, United States",41.85,-87.6501,3.60824742268042
2024-12-23,90,"Chicago, Illinois, United States",41.85,-87.6501,3.60824742268042
2024-12-23,111,"Chicago, Illinois, United States",41.85,-87.6501,-2.74571539721014
2024-12-23,182,"Chicago, Illinois, United States",41.85,-87.6501,-6.89655172413793
2024-12-23,111,"Chicago, Illinois, United States",41.85,-87.6501,-5.14469453376206
2024-12-23,111,"Chicago, Illinois, United States",41.85,-87.6501,-4.95766836779846
2024-12-23,90,"Chicago, Illinois, United States",41.85,-87.6501,-5.28511821974966
2024-12-23,139,"Chicago, Illinois, United States",41.85,-87.6501,1.19047619047619
2024-12-23,1041,"Chicago, Illinois, United States",41.85,-87.6501,-5.14469453376206
2024-12-23,90,"Chicago, Illinois, United States",41.85,-87.6501,-0.504854368932039
2024-12-23,111,"Chicago, Illinois, United States",41.85,-87.6501,-2.6431718061674
2024-12-23,182,"Chicago, Illinois, United States",41.85,-87.6501,-8.04020100502512
2024-12-23,241,"Chicago, Illinois, United States",41.85,-87.6501,-5.14469453376206
2024-12-23,90,"Chicago, Illinois, United States",41.85,-87.6501,-8.04020100502512
2024-12-23,111,"Chicago, Illinois, United States",41.85,-87.6501,9.42982456140351
2024-12-23,90,"Chicago, Illinois, United States",41.85,-87.6501,-6.8762243379267
2024-12-23,90,"Chicago, Illinois, United States",41.85,-87.6501,-5.53148736972267
2024-12-23,114,"Chicago, Illinois, United States",41.85,-87.6501,-1.76366843033509
2024-12-23,114,"Chicago, Illinois, United States",41.85,-87.6501,-1.67597765363128
2024-12-23,141,"Chicago, Illinois, United States",41.85,-87.6501,-4.96780128794848
2024-12-23,141,"Chicago, Illinois, United States",41.85,-87.6501,-5.78084863476358
2024-12-23,1041,"Chicago, Illinois, United States",41.85,-87.6501,-5.14469453376206
2024-12-23,141,"Chicago, Illinois, United States",41.85,-87.6501,-5.78084863476358
2024-12-23,90,"Chicago, Illinois, United States",41.85,-87.6501,-5.28511821974966
2024-12-23,90,"Chicago, Illinois, United States",41.85,-87.6501,-6.44785260742169
2024-12-23,111,"Chicago, Illinois, United States",41.85,-87.6501,-4.77064220183486
2024-12-23,1041,"Chicago, Illinois, United States",41.85,-87.6501,-5.14469453376206
2024-12-23,141,"Chicago, Illinois, United States",41.85,-87.6501,-5.78084863476358
2024-12-23,114,"Chicago, Illinois, United States",41.85,-87.6501,-1.67597765363128
2024-12-23,90,"Chicago, Illinois, United States",41.85,-87.6501,-3.95298537551345
2024-12-23,141,"Chicago, Illinois, United States",41.85,-87.6501,-1.46750524109015
2024-12-22,114,"Chicago, Illinois, United States",41.85,-87.6501,-3.84506090683183
